,author,repo,path,file_type,file_depth,vars_in_file,vars_in_file_alldepths,unique_vars_in_file_alldepths,most_occurring_var,unique_values_in_file_alldepths,most_occurring_value,lines_of_code,language
486,chef-cookbooks,ohai,chef-cookbooks\ohai\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,80,chef
487,chef-cookbooks,ohai,chef-cookbooks\ohai\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,41,chef
488,chef-cookbooks,openldap,chef-cookbooks\openldap\.rubocop.yml,<class 'dict'>,3,2,0,0,0,0,0,10,chef
489,chef-cookbooks,openldap,chef-cookbooks\openldap\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,45,chef
490,chef-cookbooks,openldap,chef-cookbooks\openldap\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,84,chef
491,chef-cookbooks,openldap,chef-cookbooks\openldap\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,46,chef
492,chef-cookbooks,openssh,chef-cookbooks\openssh\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,57,chef
493,chef-cookbooks,openssh,chef-cookbooks\openssh\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,80,chef
494,chef-cookbooks,openssh,chef-cookbooks\openssh\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,42,chef
495,chef-cookbooks,perl,chef-cookbooks\perl\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,44,chef
496,chef-cookbooks,perl,chef-cookbooks\perl\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
497,chef-cookbooks,perl,chef-cookbooks\perl\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,33,chef
498,chef-cookbooks,postfix,chef-cookbooks\postfix\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,50,chef
499,chef-cookbooks,postfix,chef-cookbooks\postfix\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,70,chef
500,chef-cookbooks,postfix,chef-cookbooks\postfix\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,89,chef
501,chef-cookbooks,powershell,chef-cookbooks\powershell\.kitchen.appveyor.yml,<class 'dict'>,3,5,0,0,0,0,0,24,chef
502,chef-cookbooks,powershell,chef-cookbooks\powershell\appveyor.yml,<class 'dict'>,3,9,0,0,0,0,0,43,chef
503,chef-cookbooks,powershell,chef-cookbooks\powershell\kitchen.yml,<class 'dict'>,4,5,0,0,0,0,0,35,chef
504,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\.kitchen.appveyor.yml,<class 'dict'>,3,5,0,0,0,0,0,28,chef
505,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\.rubocop.yml,<class 'dict'>,3,1,0,0,0,0,0,4,chef
506,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,43,chef
507,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\appveyor.yml,<class 'dict'>,3,8,0,0,0,0,0,38,chef
508,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,80,chef
509,chef-cookbooks,push-jobs,chef-cookbooks\push-jobs\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,53,chef
510,chef-cookbooks,rsyslog,chef-cookbooks\rsyslog\.rubocop.yml,<class 'dict'>,3,2,0,0,0,0,0,13,chef
511,chef-cookbooks,rsyslog,chef-cookbooks\rsyslog\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,66,chef
512,chef-cookbooks,rsyslog,chef-cookbooks\rsyslog\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
513,chef-cookbooks,rsyslog,chef-cookbooks\rsyslog\kitchen.yml,<class 'dict'>,3,4,0,0,0,0,0,62,chef
514,chef-cookbooks,runit,chef-cookbooks\runit\.rubocop.yml,<class 'dict'>,3,2,0,0,0,0,0,11,chef
515,chef-cookbooks,runit,chef-cookbooks\runit\.travis.yml,<class 'dict'>,4,9,0,0,0,0,0,52,chef
516,chef-cookbooks,runit,chef-cookbooks\runit\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,70,chef
517,chef-cookbooks,runit,chef-cookbooks\runit\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,32,chef
518,chef-cookbooks,sql_server,chef-cookbooks\sql_server\.kitchen.appveyor.yml,<class 'dict'>,3,4,0,0,0,0,0,24,chef
519,chef-cookbooks,sql_server,chef-cookbooks\sql_server\appveyor.yml,<class 'dict'>,3,8,0,0,0,0,0,38,chef
520,chef-cookbooks,sql_server,chef-cookbooks\sql_server\kitchen.yml,<class 'dict'>,4,6,0,0,0,0,0,66,chef
521,chef-cookbooks,ssh_known_hosts,chef-cookbooks\ssh_known_hosts\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,47,chef
522,chef-cookbooks,ssh_known_hosts,chef-cookbooks\ssh_known_hosts\kitchen.dokken.yml,<class 'dict'>,3,6,0,0,0,0,0,94,chef
523,chef-cookbooks,ssh_known_hosts,chef-cookbooks\ssh_known_hosts\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,45,chef
524,chef-cookbooks,sssd_ldap,chef-cookbooks\sssd_ldap\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,51,chef
525,chef-cookbooks,sssd_ldap,chef-cookbooks\sssd_ldap\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
526,chef-cookbooks,sssd_ldap,chef-cookbooks\sssd_ldap\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,35,chef
527,chef-cookbooks,subversion,chef-cookbooks\subversion\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,50,chef
528,chef-cookbooks,subversion,chef-cookbooks\subversion\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
529,chef-cookbooks,subversion,chef-cookbooks\subversion\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,33,chef
530,chef-cookbooks,sudo,chef-cookbooks\sudo\.rubocop.yml,<class 'dict'>,3,1,0,0,0,0,0,3,chef
531,chef-cookbooks,sudo,chef-cookbooks\sudo\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,54,chef
532,chef-cookbooks,sudo,chef-cookbooks\sudo\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,75,chef
533,chef-cookbooks,sudo,chef-cookbooks\sudo\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,48,chef
534,chef-cookbooks,tar,chef-cookbooks\tar\.rubocop.yml,<class 'dict'>,3,1,0,0,0,0,0,5,chef
535,chef-cookbooks,tar,chef-cookbooks\tar\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,43,chef
536,chef-cookbooks,tar,chef-cookbooks\tar\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
537,chef-cookbooks,tar,chef-cookbooks\tar\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,29,chef
538,chef-cookbooks,tomcat,chef-cookbooks\tomcat\.travis.yml,<class 'dict'>,4,9,0,0,0,0,0,51,chef
539,chef-cookbooks,tomcat,chef-cookbooks\tomcat\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,80,chef
540,chef-cookbooks,tomcat,chef-cookbooks\tomcat\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,32,chef
541,chef-cookbooks,transmission,chef-cookbooks\transmission\.rubocop.yml,<class 'dict'>,3,4,0,0,0,0,0,16,chef
542,chef-cookbooks,transmission,chef-cookbooks\transmission\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,40,chef
543,chef-cookbooks,transmission,chef-cookbooks\transmission\kitchen.dokken.yml,<class 'dict'>,3,6,0,0,0,0,0,74,chef
544,chef-cookbooks,transmission,chef-cookbooks\transmission\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,42,chef
545,chef-cookbooks,users,chef-cookbooks\users\.rubocop.yml,<class 'dict'>,3,1,0,0,0,0,0,6,chef
546,chef-cookbooks,users,chef-cookbooks\users\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,43,chef
547,chef-cookbooks,users,chef-cookbooks\users\kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,68,chef
548,chef-cookbooks,users,chef-cookbooks\users\kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,38,chef
549,chef-cookbooks,webpi,chef-cookbooks\webpi\.kitchen.appveyor.yml,<class 'dict'>,3,4,0,0,0,0,0,20,chef
550,chef-cookbooks,webpi,chef-cookbooks\webpi\appveyor.yml,<class 'dict'>,3,8,0,0,0,0,0,38,chef
551,chef-cookbooks,webpi,chef-cookbooks\webpi\kitchen.yml,<class 'dict'>,4,5,0,0,0,0,0,26,chef
552,chef-cookbooks,windows,chef-cookbooks\windows\.rubocop.yml,<class 'dict'>,3,9,0,0,0,0,0,46,chef
553,chef-cookbooks,windows,chef-cookbooks\windows\appveyor.yml,<class 'dict'>,3,8,0,0,0,0,0,38,chef
554,chef-cookbooks,windows,chef-cookbooks\windows\kitchen.appveyor.yml,<class 'dict'>,3,6,0,0,0,0,0,38,chef
555,chef-cookbooks,windows,chef-cookbooks\windows\kitchen.yml,<class 'dict'>,4,6,0,0,0,0,0,78,chef
556,chef-customers,aws_native_chef_server,chef-customers\aws_native_chef_server\.travis.yml,<class 'dict'>,4,6,0,0,0,0,0,27,chef
557,chef-partners,azure-chef-extension,chef-partners\azure-chef-extension\.travis.yml,<class 'dict'>,2,2,0,0,0,0,0,4,chef
558,chefspec,chefspec,chefspec\chefspec\.travis.yml,<class 'dict'>,3,7,0,0,0,0,0,66,chef
559,chefspec,fauxhai,chefspec\fauxhai\.travis.yml,<class 'dict'>,3,5,0,0,0,0,0,13,chef
560,chefspec,fauxhai,chefspec\fauxhai\.github\lock.yml,<class 'dict'>,2,3,0,0,0,0,0,3,chef
561,chefspec,fauxhai,chefspec\fauxhai\.github\reaction.yml,<class 'dict'>,2,1,0,0,0,0,0,1,chef
562,computology,packagecloud-cookbook,computology\packagecloud-cookbook\.kitchen.dokken.yml,<class 'dict'>,3,5,0,0,0,0,0,72,chef
563,computology,packagecloud-cookbook,computology\packagecloud-cookbook\.kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,51,chef
564,computology,packagecloud-cookbook,computology\packagecloud-cookbook\.rubocop.yml,<class 'dict'>,3,2,0,0,0,0,0,7,chef
565,computology,packagecloud-cookbook,computology\packagecloud-cookbook\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,43,chef
566,criteo-cookbooks,chef-exabgp,criteo-cookbooks\chef-exabgp\.kitchen.dokken.yml,<class 'dict'>,3,4,0,0,0,0,0,26,chef
567,criteo-cookbooks,chef-exabgp,criteo-cookbooks\chef-exabgp\.kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,37,chef
568,criteo-cookbooks,chef-exabgp,criteo-cookbooks\chef-exabgp\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,37,chef
569,criteo-cookbooks,choregraphie,criteo-cookbooks\choregraphie\.kitchen_suites.yml,<class 'list'>,1,2,0,0,0,0,0,3,chef
570,criteo-cookbooks,choregraphie,criteo-cookbooks\choregraphie\.rubocop.yml,<class 'dict'>,3,17,0,0,0,0,0,105,chef
571,criteo-cookbooks,choregraphie,criteo-cookbooks\choregraphie\.travis.yml,<class 'dict'>,4,7,0,0,0,0,0,28,chef
572,criteo-cookbooks,ms_dotnet,criteo-cookbooks\ms_dotnet\.kitchen.yml,<class 'dict'>,4,5,0,0,0,0,0,44,chef
573,criteo-cookbooks,ms_dotnet,criteo-cookbooks\ms_dotnet\.rubocop.yml,<class 'dict'>,3,13,0,0,0,0,0,27,chef
574,criteo-cookbooks,ms_dotnet,criteo-cookbooks\ms_dotnet\.travis.yml,<class 'dict'>,4,6,0,0,0,0,0,20,chef
575,criteo-cookbooks,ms_dotnet,criteo-cookbooks\ms_dotnet\spec\data\2012R2_registry.yml,<class 'dict'>,9,1,0,0,0,0,0,9,chef
576,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.kitchen.appveyor.yml,<class 'dict'>,3,4,0,0,0,0,0,31,chef
577,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.kitchen.docker.yml,<class 'dict'>,3,6,0,0,0,0,0,110,chef
578,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.kitchen.localhost.yml,<class 'dict'>,3,4,0,0,0,0,0,16,chef
579,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.kitchen.vmware.yml,<class 'dict'>,4,4,0,0,0,0,0,24,chef
580,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.kitchen.yml,<class 'dict'>,4,4,0,0,0,0,0,42,chef
581,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.rubocop.yml,<class 'dict'>,3,6,0,0,0,0,0,19,chef
582,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\.travis.yml,<class 'dict'>,4,10,0,0,0,0,0,40,chef
583,criteo-cookbooks,nexus3,criteo-cookbooks\nexus3\appveyor.yml,<class 'dict'>,3,10,0,0,0,0,0,35,chef
584,ctdk,goiardi,ctdk\goiardi\.circleci\config.yml,<class 'dict'>,5,3,0,0,0,0,0,89,chef
585,ctdk,goiardi,ctdk\goiardi\vendor\github.com\hashicorp\hcl\appveyor.yml,<class 'dict'>,3,7,0,0,0,0,0,19,chef
586,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.codeclimate.yml,<class 'dict'>,5,3,0,0,0,0,0,21,chef
587,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.kitchen.appveyor.yml,<class 'dict'>,3,5,0,0,0,0,0,28,chef
588,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.kitchen.yml,<class 'dict'>,3,5,0,0,0,0,0,31,chef
589,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.rubocop.yml,<class 'dict'>,3,2,0,0,0,0,0,8,chef
590,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.rubocop_todo.yml,<class 'dict'>,3,1,0,0,0,0,0,12,chef
591,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\.travis.yml,<class 'dict'>,3,5,0,0,0,0,0,8,chef
592,cvent,octopus-deploy-cookbook,cvent\octopus-deploy-cookbook\appveyor.yml,<class 'dict'>,3,13,0,0,0,0,0,38,chef
593,DataDog,chef-datadog,DataDog\chef-datadog\.kitchen.docker.yml,<class 'dict'>,3,3,0,0,0,0,0,24,chef
594,DataDog,chef-datadog,DataDog\chef-datadog\.rubocop.yml,<class 'dict'>,4,7,0,0,0,0,0,29,chef
595,DataDog,chef-datadog,DataDog\chef-datadog\.travis.yml,<class 'dict'>,4,6,0,0,0,0,0,27,chef
596,DataDog,chef-datadog,DataDog\chef-datadog\.circleci\config.yml,<class 'dict'>,5,3,0,0,0,0,0,23,chef
597,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\.rubocop.yml,<class 'dict'>,3,7,0,0,0,0,0,44,chef
598,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\.travis.yml,<class 'dict'>,3,9,0,0,0,0,0,31,chef
599,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\failed_Chef_run\sets_alert_handles_when_specified.yml,<class 'dict'>,2,2,0,0,0,0,0,591,chef
600,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\failed_Chef_run\sets_event_title_correctly.yml,<class 'dict'>,2,2,0,0,0,0,0,297,chef
601,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\failed_Chef_run\sets_priority_correctly.yml,<class 'dict'>,2,2,0,0,0,0,0,297,chef
602,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\handles_no_application_key\fails_when_no_application_key_is_provided.yml,<class 'dict'>,2,2,0,0,0,0,0,143,chef
603,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\hostname\uses_the_node_name_when_no_config_specified.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
604,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\hostname\uses_the_specified_hostname_when_provided.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
605,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_correct_hostname_on_an_ec2_node\does_not_use_the_instance_id_when_config_specified_to_false.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
606,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_correct_hostname_on_an_ec2_node\uses_the_instance_id_when_config_is_specified.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
607,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_correct_hostname_on_an_ec2_node\uses_the_instance_id_when_no_config_specified.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
608,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_metrics_event_and_sets_tags\emits_events\posts_an_event.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
609,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_metrics_event_and_sets_tags\emits_events\sets_priority_correctly.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
610,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_metrics_event_and_sets_tags\emits_metrics\reports_metrics.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
611,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\reports_metrics_event_and_sets_tags\sets_tags\puts_the_tags_for_the_current_node.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
612,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\resources\failure_during_compile_phase\only_emits_the_run_status_metrics.yml,<class 'dict'>,2,2,0,0,0,0,0,173,chef
613,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\resources\failure_during_compile_phase\posts_an_event.yml,<class 'dict'>,2,2,0,0,0,0,0,173,chef
614,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\resources\failure_during_compile_phase_with_an_elapsed_time_and_incomplete_resource_collection\only_emits_the_run_status_metrics.yml,<class 'dict'>,2,2,0,0,0,0,0,173,chef
615,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\resources\failure_during_compile_phase_with_an_elapsed_time_and_incomplete_resource_collection\posts_an_event.yml,<class 'dict'>,2,2,0,0,0,0,0,173,chef
616,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_policy_tags_are_enabled\sets_the_policy_name_and_policy_group_tags.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
617,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_policy_tags_are_not_enabled\does_not_set_the_policy_name_and_policy_group_tags.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
618,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_specified\allows_for_empty_scope_prefix.yml,<class 'dict'>,2,2,0,0,0,0,0,290,chef
619,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_specified\allows_for_empty_tag_prefix.yml,<class 'dict'>,2,2,0,0,0,0,0,329,chef
620,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_specified\allows_for_user-specified_scope_prefix.yml,<class 'dict'>,2,2,0,0,0,0,0,290,chef
621,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_specified\allows_for_user-specified_tag_prefix.yml,<class 'dict'>,2,2,0,0,0,0,0,290,chef
622,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_specified\sets_the_role_and_env_and_tags.yml,<class 'dict'>,2,2,0,0,0,0,0,290,chef
623,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_tag_blacklist_is_specified\does_not_include_the_tag_s_specified.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
624,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_tag_blacklist_is_unspecified\should_include_all_of_the_tag_s_.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
625,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags\when_unspecified\sets_role_env_and_nothing_else.yml,<class 'dict'>,2,2,0,0,0,0,0,290,chef
626,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags_submission_retries\when_not_specified\does_not_retry_after_a_failed_submission.yml,<class 'dict'>,2,2,0,0,0,0,0,278,chef
627,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags_submission_retries\when_specified_as_2_retries\retries_no_more_than_twice.yml,<class 'dict'>,2,2,0,0,0,0,0,368,chef
628,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\tags_submission_retries\when_specified_as_2_retries\stops_retrying_once_submission_is_successful.yml,<class 'dict'>,2,2,0,0,0,0,0,324,chef
629,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\updated_resources\posts_an_event.yml,<class 'dict'>,2,2,0,0,0,0,0,289,chef
630,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\when_reporting_to_multiple_endpoints\emits_events\posts_an_event.yml,<class 'dict'>,2,2,0,0,0,0,0,575,chef
631,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\when_reporting_to_multiple_endpoints\emits_metrics\reports_metrics.yml,<class 'dict'>,2,2,0,0,0,0,0,575,chef
632,DataDog,chef-handler-datadog,DataDog\chef-handler-datadog\spec\support\cassettes\Chef_Handler_Datadog\when_reporting_to_multiple_endpoints\sets_tags\puts_the_tags_for_the_current_node.yml,<class 'dict'>,2,2,0,0,0,0,0,575,chef
